Genus species,can_fly,Class,Order,phylo_dist,Family,phylo_name,Common Name,Typical_Diet,Mass g (mean/median from study),mass-citation-if-not-from-retention-study,Food in Feeding Trial,Feeding.Trial.Food.Cat,N_individuals,N_trials,retention metric description,Minimum (min),IQR_1,Median (min),Mean (min),IQR_3,Maximum (min),SD,SE,mrt (min),mrt_sd,mrt_se,Retention.Citation,Notes,includes keywords,original submision
Pygathrix nemaeus,N,Mammalia,Primates,,Cercopithecidae,Pygathrix_nemaeus,red-shanked douc,folivore,8100,,leaves/veggies + 8mm Ce particle marker,fiber/foliage,2,1,MRT,,,,,,,,,2970,,,Matsuda et al. (2019),averaged by sp.,Y,N
Pygathrix nemaeus,N,Mammalia,Primates,,Cercopithecidae,Pygathrix_nemaeus,red-shanked douc langur,folivore,1210,,"soybean, corn, fruit nectar (low fiber diet) + acetate bead marker",fiber/foliage,1,1,transit time; MRT,,,,1890,,,,,,,,Edwards and Ullrey (1999b),,Y,N
Pygathrix nemaeus,N,Mammalia,Primates,,Cercopithecidae,Pygathrix_nemaeus,red-shanked douc langur,folivore,1210,,"soybean, corn, fruit nectar (low fiber diet) + Co-EDTA liquid marker",fiber/foliage,1,1,transit time; MRT,,,,90,,,,,2130,,,Edwards and Ullrey (1999b),,Y,N
Pygathrix nemaeus,N,Mammalia,Primates,,Cercopithecidae,Pygathrix_nemaeus,red-shanked douc langur,folivore,1210,,"soybean, corn, fruit nectar (low fiber diet) + Cr particle marker",fiber/foliage,1,1,transit time; MRT,,,,90,,,,,2028,,,Edwards and Ullrey (1999b),,Y,N
Pygathrix nemaeus,N,Mammalia,Primates,,Cercopithecidae,Pygathrix_nemaeus,red-shanked douc langur,folivore,1175,,"soybean, corn, fruit nectar (high fiber diet) + acetate bead marker",fiber/foliage,1,1,transit time; MRT,,,,2610,,,,,,,,Edwards and Ullrey (1999b),,Y,N
Pygathrix nemaeus,N,Mammalia,Primates,,Cercopithecidae,Pygathrix_nemaeus,red-shanked douc langur,folivore,1175,,"soybean, corn, fruit nectar (high fiber diet) + Co-EDTA liquid marker",fiber/foliage,1,1,transit time; MRT,,,,1170,,,,,1950,,,Edwards and Ullrey (1999b),,Y,N
Pygoscelis papua,N,Aves,Sphenisciformes,,Spheniscidae,Pygoscelis_papua,gentoo penguin,carnivore,6500,Gentoo penguin - Wikipedia,pilchard,meat,5,4,mean retention time,,,,,,,,,750,,,Jackson S (1992) Do seabird gut sizes and mean retention times reflect adaptation to diet and foraging method? Physiological Zoology 65:674-706,"MRTs estimated from graph, could not estimate SD","gastrointestinal, transit, time",n
Pygoscelis papua,N,Aves,Sphenisciformes,,Spheniscidae,Pygoscelis_papua,gentoo penguin,carnivore,6500,Gentoo penguin - Wikipedia,squid,meat,5,4,mean retention time,,,,,,,,,756,,,Jackson S (1992) Do seabird gut sizes and mean retention times reflect adaptation to diet and foraging method? Physiological Zoology 65:674-707,"MRTs estimated from graph, could not estimate SD","gastrointestinal, transit, time",
Pygoscelis papua,N,Aves,Sphenisciformes,,Spheniscidae,Pygoscelis_papua,gentoo penguin,carnivore,6500,Gentoo penguin - Wikipedia,prawn,meat,5,4,mean retention time,,,,,,,,,1080,,,Jackson S (1992) Do seabird gut sizes and mean retention times reflect adaptation to diet and foraging method? Physiological Zoology 65:674-708,"MRTs estimated from graph, could not estimate SD","gastrointestinal, transit, time",
Pygoscelis papua,N,Aves,Sphenisciformes,,Spheniscidae,Pygoscelis_papua,Gentoo Penguin,carnivore,1500,,aqueous phase marker,meat,6,1,retention time,,,,,,,,,456,,,"Roby DD, Brink KL, Place AR (1989) Relative passage rates of lipid and aqueous digesta in the formation of stomach oils. The Auk 106:303-315",study done on juveniles,time,no
Pygoscelis papua,N,Aves,Sphenisciformes,,Spheniscidae,Pygoscelis_papua,Gentoo Penguin,carnivore,1500,,lipid phase marker,meat,6,1,retention time,,,,,,,,,534,,,"Roby DD, Brink KL, Place AR (1989) Relative passage rates of lipid and aqueous digesta in the formation of stomach oils. The Auk 106:303-316",study done on juveniles,time,no
Python molurus,N,Reptilia,Squamata,637.9,Boidae,Python_molurus,Indian python,carnivore,91000,https://animaldiversity.org/accounts/Python_molurus/,mice,meat,7,,transit time,,,,50400,,,10800,,,,,Lillywhite et al 2002,"measured ""gut passage time"" same as transit time (first pass of markers in feces)",yes,No
Python regius,N,Reptilia,Squamata,637.9,Pythonidae,Python_regius,Ball python,carnivore,1300,,35% weight-by-volume suspension,unknown,6,,first excretia of marker (barium sulfate),,,,2880,,,910.2,,,,,Banzato et al. 2012,measurements correspond to end of small intestine transit time (i.e. all material is now in large intestine) so should be somewhat shorter than full gut transit,,Yes
Python regius,N,Reptilia,Squamata,637.9,Pythonidae,Python_regius,Ball python,carnivore,1300,,25% weight-by-volume suspension,unknown,6,,first excretia of marker (barium sulfate),,,,3360,,,744,,,,,Banzato et al. 2012,,,Yes
Python regius,N,Reptilia,Squamata,637.9,Pythonidae,Python_regius,Ball python,carnivore,1300,,45% weight-by-volume suspension,unknown,6,,first excretia of marker (barium sulfate),,,,3120,,,588,,,,,Banzato et al. 2012,,,Yes
Ramphastos pluricinctus,Y,Aves,Piciformes,,Ramphastidae,Pteroglossus_pluricinctus,Many-banded arcari,frugivore/nectivore,258.5,,virola flexuosa,fruit/nectar/pollen,,1,mean retention time,,,,,,,,,30,,,"Holbrook KM, Loiselle BA (2007) Using toucan-generated dispersal models to estimate seed dispersal in Amazonian Ecuador. In Seed dispersal: theory and its application in a changing world. Wallingford, UK: CAB International Publishing p.300-321",can only access abstract,"gut, time",n
Rana catesbeiana,N,Amphibia,Anura,703.3731,Ranidae,Lithobates_catesbeianus,bullfrog,omnivore,2.12,mass of mean mass reported for both trials (tadpoles),flaked fish food,fiber/foliage,34,1,transit time: time ingestion to first excretia of marker,,,,360,,,0,,540,,,Pryor et al 2005,mean as reported,,Yes
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,browse + Co-EDTA fluid marker,fiber/foliage,4,1,MRT,,,,,,,,,2280,180,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,browse + 2mm Cr particle marker,fiber/foliage,4,1,MRT,,,,,,,,,3480,480,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,browse + 10mm Ce particle marker,fiber/foliage,4,1,MRT,,,,,,,,,3060,660,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,browse + 20mm La particle marker,fiber/foliage,4,1,MRT,,,,,,,,,3540,540,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,pellets + Co-EDTA fluid marker,fiber/foliage,4,1,MRT,,,,,,,,,1560,180,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,pellets + 2mm Cr particle marker,fiber/foliage,4,1,MRT,,,,,,,,,2280,480,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,pellets + 10mm Ce particle marker,fiber/foliage,4,1,MRT,,,,,,,,,3060,660,,Lechner et al. (2010),,N,N
Rangifer tarandus,N,Mammalia,Artiodactyla,,Cervidae,Rangifer_tarandus,reindeer,folivore,186500,animaldiversity.org,pellets + 20mm La particle marker,fiber/foliage,4,1,MRT,,,,,,,,,3060,540,,Lechner et al. (2010),,N,N
Rattus norvegicus,N,Mammalia,Rodentia,0,Muridae,Rattus_norvegicus,common rat,omnivore,295,,"alfalfa, wheat bran, maize, sucrose + Co-EDTA",fiber/foliage,6,,transit time,,,,432,,,,,786,,,Sakaguchi et al 1987,,no,No
Rattus norvegicus,N,Mammalia,Rodentia,0,Muridae,Rattus_norvegicus,common rat,omnivore,295,,"alfalfa, wheat bran, maize, sucrose + cell wall constituents",fiber/foliage,6,,transit time,,,,360,,,,,726,,,Sakaguchi et al 1987,,no,No
Rattus rattus,N,Mammalia,Rodentia,,Muridae,Rattus_tanezumi,rat,omnivore,242,Black rat - Wikipedia,nonpurified diet continaing grain and meat,fiber/foliage,10,1,transit time,,,,45,,,,,,,,"Williams VJ, Senior W. The effects of coprophagy in the adult rat on rate of passage of digesta and on digestibility of food fed ad libitum and in restricted amounts. J Nutr. 1985 Sep;115(9):1147-53. doi: 10.1093/jn/115.9.1147. PMID: 4040961.",,"rate, passage",N
Rhea americana,N,Aves,Struthioniformes,637.9,Rheidae,Rhea_americana,greater rhea,omnivore,24000,,alfalfa pellets + Co-EDTA,fiber/foliage,5,,"TT: transit time, time from feeding to first appearance of marker in feces",,,,388.6795815,,,,,822,438,,Frei et al 2015,TT extracted from figure; MRT reported in main text,no,No
Rhea americana,N,Aves,Struthioniformes,637.9,Rheidae,Rhea_americana,greater rhea,omnivore,24000,,alfalfa pellets + chromium mordanted fiber,fiber/foliage,5,,"TT: transit time, time from feeding to first appearance of marker in feces",,,,390.6756251,,,,,708,270,,Frei et al 2015,TT extracted from figure; MRT reported in main text,no,No
Rhea americana,N,Aves,Struthioniformes,637.9,Rheidae,Rhea_americana,greater rhea,omnivore,24000,,alfalfa pellets + cerium mordanted fibers,fiber/foliage,5,,"TT: transit time, time from feeding to first appearance of marker in feces",,,,390.4011691,,,,,732,264,,Frei et al 2015,TT extracted from figure; MRT reported in main text,no,No
Rhea americana,N,Aves,Palaeognathae,,Rheidae,Rhea_americana,Greater Rhea,omnivore,24500,,alfalfa pellet,fiber/foliage,5,1,transit time,,,,,,,,,780,660,,"Frei S, Ortmann S, Reutlinger C, Kreuzer M, Hatt J-M, Clauss M (2015) Comparative digesta retention patterns in ratites. The Auk: Ornithological Advances 132:119-132",,gut,n
Rhinoceros unicornis,N,Mammalia,Perissodactyla,,Rhinocerotidae,Rhinoceros_unicornis,Indian rinoceros,folivore,1950000,https://animaldiversity.org/accounts/Rhinoceros_unicornis/,fruit + seed markers,fruit/nectar/pollen,1,2,mean retention time,2760,,,,,,,,4560,,,Dinerstein and Wemmer (1988),number of individuals is unclear; calculated from the range of peak passage event timing,N,N
Rhinopithecus bieti,N,Mammalia,Primates,174.3696,Cercopithecidae,Rhinopithecus_bieti,Snub-Nosed Monkey,folivore,11750,https://animaldiversity.org/accounts/Rhinopithecus_bieti/#food_habits,"dicot leaves, fruit, plastic markers",fruit/nectar/pollen,3,2,transit time: time from ingestion to ﬁrst appearance of marker in feces according to Van Soest (1994),1140,,,1560,,2940,,,2250,,,Kirkpatrick et al. 2001,took mean of two trials with fruit,,Yes
Rhinopithecus bieti,N,Mammalia,Primates,174.3696,Cercopithecidae,Rhinopithecus_bieti,Snub-Nosed Monkey,folivore,11750,https://animaldiversity.org/accounts/Rhinopithecus_bieti/#food_habits,"grain, grasses",fiber/foliage,3,1,transit time: time from ingestion to ﬁrst appearance of marker in feces according to Van Soest (1994),,,,1800,,,,,3960,,,Kirkpatrick et al. 2001,one trial with only foliage,,Yes
Rhinoptera bonasus,N,Chondrichthyes,Myliobatiformes,924.8,Rhinopteridae,Rhinoptera_steindachneri,cownose rays,carnivore,10000,,98% weight-by-volume suspension,meat,8,,first excretia of marker,1380,,,1380,,1380,0,,,,,Joblon et al 2020,,,Yes
Rissa tridactyla,Y,Aves,Charadriiformes,,Laridae,Rissa_tridactyla,Black-legged kittiwake,carnivore,366,,lesser sandeel,meat,5,1,mean retention time,,,,,,,,,297.6,7.2,,"Hilton GM, Houston DC, Furness RW (1998) Which components of diet quality affect retention time of digesta in seabirds? Functional Ecology 12:929-939",,"gut,time",n
Rissa tridactyla,Y,Aves,Charadriiformes,,Laridae,Rissa_tridactyla,Black-legged kittiwake,carnivore,366,,small whiting,meat,11,1,mean retention time,,,,,,,,,315,12,,"Hilton GM, Houston DC, Furness RW (1998) Which components of diet quality affect retention time of digesta in seabirds? Functional Ecology 12:929-940",,"gut,time",n
Rissa tridactyla,Y,Aves,Charadriiformes,,Laridae,Rissa_tridactyla,Black-legged kittiwake,carnivore,366,,sprat,meat,6,1,mean retention time,,,,,,,,,328.2,18.6,,"Hilton GM, Houston DC, Furness RW (1998) Which components of diet quality affect retention time of digesta in seabirds? Functional Ecology 12:929-941",,"gut,time",n
Rissa tridactyla,Y,Aves,Charadriiformes,,Laridae,Rissa_tridactyla,Black-legged kittiwake,carnivore,366,,sandeel,meat,,1,mean retention time,,,,37.6,,,6.5,,385.8,22.8,,"Hilton GM, Furness RW, Houston DC (2000) A comparative study of digestion in North Atlantic seabirds. Journal of Avian Biology 31:36-52",could not find number of birds,"gut, passage, time",n
Rissa tridactyla,Y,Aves,Charadriiformes,,Laridae,Rissa_tridactyla,Black-legged kittiwake,carnivore,366,,whiting,meat,,1,mean retention time,,,,48.4,,,9.2,,421.2,67.2,,"Hilton GM, Furness RW, Houston DC (2000) A comparative study of digestion in North Atlantic seabirds. Journal of Avian Biology 31:36-53",could not find number of birds,"gut, passage, time",n
Rousettus aegyptiacus,Y,Mammalia,Chiroptera,188,Pteropodidae,Rousettus_aegyptiacus,Egyptian fruit bat,frugivore/nectarivore,127.5,reported mass,banana with dye,fruit/nectar/pollen,,,first dye in poop,,,,20,,,1,,,,,Wolton et al. 1982,average of times of varius defecations in table 2,,Yes
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,L. glutinosa fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,27,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-261",MRT estimated from figure 16,time,no
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,S. hainanense fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,17,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-262",MRT estimated from figure 17,time,no
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,P. suberosa fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,15,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-263",MRT estimated from figure 18,time,no
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,M. paniculata fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,33,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-264",MRT estimated from figure 19,time,no
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,O. bodinieri (big) fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,18,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-265",MRT estimated from figure 20,time,no
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,O. bodinieri (small) fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,16,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-266",MRT estimated from figure 21,time,no
Rubigula  Flaviventris,Y,Aves,Passeriformes,,Pyconitidae,Pycnonotus_flaviventris,black-crested bulbul,omnivore,31,Black-Crested Bulbul,A. squamulosa fruit,fruit/nectar/pollen,8,1,retention time,,,,,,,,,18,,,"Shi TT, Wang B, Quan RC (2015) Effects of frugivorous birds on seed retention time and germination in Xishuangbanna, southwest China. Zoological Research 36:241-267",MRT estimated from figure 22,time,no
Rubigula flaviventris,Y,Aves,Passeriformes,,Pyconotidae,Pycnonotus_flaviventris,Black-crested bulbul,,27.2,,various wild fruits,fruit/nectar/pollen,13,1,gut passage time,,,,35,,,8,,,,,"Khamcha D, Savini T, Westcott DA, McKeown A, Brockelman WY, Chimchome V, Gale GA (2014) Behavioral and social structure effects on seed dispersal curves of a forest‐interior bulbul (Pycnonotidae) in a tropical evergreen forest. Biotropica 46:294-302",,,n
Saguinus fusicollis,N,Mammalia,Primates,,Callitrichidae,Leontocebus_nigricollis,saddle-back tamarin,insectivore,403.25,"Saddleback Tamarin, Leontocebus fuscicollis | New England Primate Conservancy","basic diet (canned marmoset diet, banana, gelatin)",fruit/nectar/pollen,7,2,transit time,,,,175,,,,,,,,"Power ML, Oftedal OT (1996) Differences among captive callitrichids in the digestive responses to dietary gum. American Journal of Primatology 40:131-148",,"transit, time",no
Saguinus fusicollis,N,Mammalia,Primates,,Callitrichidae,Leontocebus_nigricollis,saddle-back tamarin,insectivore,404.25,"Saddleback Tamarin, Leontocebus fuscicollis | New England Primate Conservancy",basic diet w/gum arabic,fruit/nectar/pollen,7,2,transit time,,,,170,,,,,,,,"Power ML, Oftedal OT (1996) Differences among captive callitrichids in the digestive responses to dietary gum. American Journal of Primatology 40:131-149",,"transit, time",no
Saguinus oedipus,N,Mammalia,Primates,,Callitrichidae,Saguinus_oedipus,cotton-top tamarin,insectivore,432,Cotton-top tamarin - Wikipedia,"basic diet (canned marmoset diet, banana, gelatin)",fruit/nectar/pollen,10,2,transit time,,,,220,,,,,,,,"Power ML, Oftedal OT (1996) Differences among captive callitrichids in the digestive responses to dietary gum. American Journal of Primatology 40:131-150",,"transit, time",no
Saguinus oedipus,N,Mammalia,Primates,,Callitrichidae,Saguinus_oedipus,cotton-top tamarin,insectivore,432,Cotton-top tamarin - Wikipedia,basic diet w/gum arabic,fruit/nectar/pollen,10,2,transit time,,,,215,,,,,,,,"Power ML, Oftedal OT (1996) Differences among captive callitrichids in the digestive responses to dietary gum. American Journal of Primatology 40:131-151",,"transit, time",no
Saltator similis,Y,Aves,Passeriformes,,Thraupidae,Saltator_similis,Green winged saltator,omnivore,43.3,,Morus nigra seeds,fiber/foliage,2,1,gut passage time,,,,,,,,,27.5,,,"Gasperin G, Pizo MA (2012) Passage time of seeds through the guts of frugivorous birds, a first assessment in Brazil. Revista Brasileira de Ornitologia 20:48-67",,"gut, time",n
Saltator similis,Y,Aves,Passeriformes,,Thraupidae,Saltator_similis,Green winged saltator,omnivore,43.3,,Psychotria carthagenesis seeds,fiber/foliage,1,1,gut passage time,,,,,,,,,32,,,"Gasperin G, Pizo MA (2012) Passage time of seeds through the guts of frugivorous birds, a first assessment in Brazil. Revista Brasileira de Ornitologia 20:48-68",,"gut, time",n
